word,value
trump,0.011400627
democrats,0.009535463
president,0.009274804
johnson,0.009259294
state,0.009010233
tillerson,0.008667423
russian,0.008659524
house,0.008048293
russia,0.008009673
party,0.007917845
convention,0.007484272
donald,0.007248853
flynn,0.0066041043
officials,0.006219028
support,0.0061084228
campaign,0.0060550766
failed,0.005756133
trip,0.0056351493
white,0.0056327726
putin,0.0056299632
clinton,0.0056218323
tensions,0.0055863913
young,0.0054612225
anarchists,0.0053995266
government,0.0053759236
moscow,0.0053593433
vote,0.005324089
conflict,0.0051024333
third,0.0050894166
syria,0.004991789
secretary,0.00490653
trade,0.004811119
voters,0.004803674
gary,0.0046655457
breitbart,0.0045539318
tuesday,0.0043999553
police,0.00415923
simply,0.0039676353
running,0.0038938439
hillary,0.0037755198
national,0.003578162
leftists,0.0035702523
reported,0.0035383415
amid,0.003531916
watergate,0.00340442
department,0.0033906514
american,0.0033883997
ongoing,0.0033871443
hill,0.0033824567
turn,0.0033821326
radicals,0.0033763496
casting,0.0033476828
security,0.0033365255
took,0.0032445209
independents,0.0031777886
groups,0.003111083
libertarian,0.0030655363
administration,0.00306367
warning,0.0030069517
top,0.002994523
using,0.002972818
group,0.0029334726
syrian,0.002932486
wearing,0.0029269618
highlight,0.0028992104
visits,0.0028646097
civilians,0.0028634304
attacks,0.0028593244
hopeful,0.0028537668
would,0.0028398095
gas,0.0028389024
cleveland,0.002834043
sarin,0.0028333778
order,0.0028329617
display,0.0028306595
three,0.0028265554
day,0.0028220864
months,0.0028220003
orders,0.0028136775
actions,0.0028105136
leverage,0.0028076419
michael,0.002804693
seething,0.0028013224
culpability,0.0027742945
international,0.0027590254
strategy,0.0027524128
diplomat,0.0027493716
military,0.0027374385
responsibility,0.002731013
talks,0.0027299812
alleged,0.002729184
constructive,0.0027291463
damascus,0.0027282843
drive,0.0027253947
appointment,0.0027036206
statements,0.0026978033
arrives,0.002692307
seeking,0.0026747857
difference,0.0026711868
effort,0.0026505683
