word,value
livingstone,0.015438734
party,0.015072575
trump,0.010627391
media,0.008271645
london,0.007898419
going,0.0077456394
supported,0.0070240023
space,0.0068914862
mayor,0.006624051
ken,0.006474822
case,0.0063902442
hubble,0.0063026915
hitler,0.005964085
lawyers,0.0051084356
wall,0.0050522503
judge,0.0050088842
whether,0.0046156687
fights,0.004499979
white,0.0044571646
lobby,0.0044363583
heard,0.0043691066
racist,0.004356661
fight,0.0043518217
build,0.0043334584
closed,0.0043284697
resumes,0.0043077474
labour,0.0043038395
national,0.0042567723
thereafter,0.004247471
campaign,0.0041398522
controversial,0.004107999
mexican,0.0041062124
evidence,0.0040934873
hearing,0.004058661
organization,0.0040584793
state,0.003989273
stay,0.00397101
claimed,0.0039687483
friday,0.003897651
continues,0.0038969843
policy,0.0038473604
killing,0.0038211802
israeli,0.0037957942
jews,0.0037879127
engaged,0.0037502397
nazi,0.0037411626
ended,0.0037390892
constitution,0.0037387977
tribunal,0.0037326333
conduct,0.003689065
interview,0.003681721
creation,0.0036487256
comments,0.0036418075
criticises,0.0035999164
tuesday,0.0035567703
allegation,0.0035026767
illegal,0.0034968634
sparked,0.0034871802
member,0.0034841488
radio,0.0034752653
leader,0.003469855
adolf,0.0034409966
suspended,0.0034299204
entire,0.0034129373
future,0.0034022373
claim,0.0033889478
decide,0.0033653353
committee,0.0033593478
smear,0.0033550747
zionism,0.0033072322
charges,0.0032757372
israel,0.0032634547
mad,0.0032284732
jewish,0.0032224515
disciplinary,0.0032032267
text,0.0030995249
association,0.0029732948
united,0.00294248
james,0.0029277503
universe,0.0029251592
firm,0.0029232951
nomination,0.0029190294
doors,0.0028990605
calls,0.0028665657
scientists,0.0028648474
life,0.002860356
entering,0.0028319508
immigrant,0.0027970413
telescope,0.0027513336
whatever,0.0027335244
books,0.002714899
call,0.002714421
thinks,0.002702757
rulings,0.0026949316
stunning,0.0026803517
male,0.0026755398
states,0.0026716152
gop,0.0026635218
persistent,0.0026568987
diego,0.0026493582
