word,value
border,0.025886836
cartel,0.025485959
agent,0.022881959
patrol,0.022181716
gunmen,0.019384017
arizona,0.015721478
enforcement,0.014783945
agents,0.013436495
law,0.013290311
area,0.0121278195
shots,0.010269702
struck,0.009526359
terry,0.008542383
drug,0.008250663
trying,0.00824489
fired,0.008181035
vehicle,0.008113726
group,0.008099015
unknown,0.008077356
fire,0.007899732
suspects,0.007738258
smuggling,0.007728946
protection,0.0077054254
federal,0.0076155094
customs,0.007518751
unit,0.0073439507
officials,0.007161896
station,0.0071409065
apprehend,0.0071182335
multiple,0.006933414
southern,0.006837679
surveillance,0.0067965565
brian,0.0067604603
mexican,0.0059802765
texas,0.0052372026
began,0.00462193
individuals,0.0044315946
attack,0.004412232
deputies,0.004344496
county,0.004249792
gunmnen,0.0042496817
distance,0.0042032795
unoccupied,0.0041724164
killed,0.004133254
manhunt,0.0041307984
carry,0.0041017574
observed,0.004097619
located,0.004079282
overnight,0.0040691444
scene,0.0040436503
assaulted,0.0040372335
load,0.0040358836
fled,0.004002267
return,0.003963868
investigating,0.0039424226
officers,0.003913104
rival,0.003903459
continue,0.0038930355
officer,0.0038803383
injured,0.003872455
foot,0.0038717706
two,0.003870238
responded,0.0038567854
rifle,0.003845497
local,0.0038338937
confirm,0.003817395
effort,0.0038156782
firing,0.0038093687
provided,0.003799925
mobile,0.0037789294
heard,0.0037684415
locate,0.0037625956
hereford,0.003714773
patrolling,0.003697911
battle,0.003676366
operating,0.003673449
steal,0.0036636242
road,0.0036125975
assigned,0.0035688938
update,0.0035604904
suspected,0.0035497786
breaking,0.0034965992
bullets,0.0034804323
gunfire,0.0034325789
gun,0.0033629267
cochise,0.0033165638
confirmed,0.0032909897
honors,0.0032485633
corridor,0.0032326684
arrived,0.0031355831
top,0.002493798
various,0.0021130554
bosses,0.0017330019
breitbart,0.0016317938
lingerie,0.0015718738
cartels,0.0015471668
arrested,0.0013719689
exploits,0.0013494011
marine,0.001341355
states,0.0013246359
