word,value
fiorina,0.012763572
trump,0.008761494
party,0.007835144
cruz,0.007519397
health,0.0065021045
carly,0.006395028
san,0.006381915
senate,0.0060647735
care,0.0054491707
pass,0.0051526893
islamic,0.0048530297
touchdown,0.004815039
breitbart,0.004777983
republican,0.0047763376
declaring,0.004771137
convention,0.0045353803
saturday,0.004514449
prematurely,0.004491766
told,0.0044496665
political,0.0040823263
ted,0.0040589306
terrorism,0.0039311512
earlier,0.0038180002
august,0.0037808516
california,0.0036692654
jersey,0.0035322285
barack,0.0034992215
crooked,0.003473372
recess,0.0034380164
house,0.0033972024
republicans,0.0033558004
criticized,0.0032836401
francisco,0.0032645455
bill,0.0032428184
man,0.003208689
rewarded,0.0032034554
evil,0.0031928807
donors,0.0031575023
state,0.003153105
mcconnell,0.0031115115
referenced,0.0030859069
big,0.0030740092
effectively,0.003071074
americans,0.003070413
system,0.0030669481
donald,0.0030593595
impostor,0.0030490353
lecturing,0.0029910977
needed,0.0029366117
night,0.002923782
bernardino,0.002923502
sen,0.0029189456
primary,0.002898398
presidential,0.0028881782
throw,0.0028845686
ripped,0.002867232
calls,0.0028669604
nominating,0.0028598134
violent,0.00284891
spoke,0.0028246504
message,0.0028224115
contest,0.002821958
disagreed,0.002745419
reform,0.0026983377
coming,0.0026973942
extremists,0.0026635663
blasting,0.002649123
victory,0.002645828
day,0.0025643767
president,0.00253644
stands,0.0025334877
reckoning,0.0025141775
condemning,0.0025138443
face,0.0024918327
attacks,0.0024845807
leadership,0.0024549724
rally,0.0024089434
bbc,0.0023645186
obama,0.0023363605
activists,0.0023274214
speech,0.0022881613
price,0.002242676
children,0.0021962477
pressure,0.0021159349
leader,0.0020487558
gender,0.0020462
aint,0.0019673773
increasing,0.0019341116
white,0.0019092582
passing,0.0017711114
canadian,0.0017491278
sex,0.0016556241
thune,0.001648858
tom,0.0016383234
expert,0.0016273302
psychologist,0.0016269156
transgender,0.0015811969
zucker,0.0015046988
radio,0.0014987779
ryan,0.0014923256
