word,value
breitbart,0.011733904
party,0.010301496
care,0.009779252
sanctuary,0.00921195
baltimore,0.009009593
mosque,0.008798868
convention,0.008568716
health,0.008468268
obama,0.008262481
political,0.008156799
senate,0.0071951495
lies,0.006936263
cyberspace,0.0065494576
cities,0.0065455725
islam,0.0063413456
republicans,0.006233484
speech,0.006221936
told,0.0060805785
recess,0.0059799864
police,0.005712833
news,0.005460036
house,0.0051727504
local,0.005033883
august,0.0050250906
democratic,0.004928987
pass,0.0049269754
brazen,0.0049180007
city,0.0046558357
federal,0.004412148
full,0.0043697758
america,0.0043344903
defund,0.0041809385
public,0.0041479003
tell,0.0041216738
president,0.0040955096
source,0.0040781517
filed,0.004017745
text,0.0040061073
considerations,0.003912068
data,0.003889829
election,0.0038792521
bill,0.003803056
funds,0.003797416
mcconnell,0.0037694117
effort,0.0036862153
world,0.003662123
class,0.0036056107
white,0.0035876601
turner,0.0035703818
attack,0.0035144673
anarchists,0.0035131427
wikileaks,0.0034680334
continue,0.0032508918
general,0.0032247286
dnc,0.0032023415
cudahy,0.003193844
sanders,0.0031272662
philly,0.0031183525
failed,0.003004506
pressure,0.002948726
leader,0.0029474394
american,0.002787596
group,0.002762675
clinton,0.0027387063
hillary,0.002724042
arrested,0.002709877
price,0.0026747098
tuesday,0.0026488367
filing,0.0026304177
vote,0.002629579
initiative,0.0026110609
reform,0.0025458331
leadership,0.0025289387
patriots,0.0025200679
revenue,0.0025143768
take,0.0025049236
left,0.002482341
helpfully,0.002455756
december,0.0024492375
peace,0.0024441767
signatures,0.002422816
bomb,0.0023973053
venue,0.002389726
read,0.0023860214
religion,0.0023851753
answer,0.0023841395
remarks,0.0023777157
simply,0.0023716155
documented,0.0023709754
bombing,0.0023639314
attacker,0.002363855
floor,0.0023601921
unwarranted,0.002348853
reprinted,0.0023391342
percent,0.0023250207
series,0.0023151445
complicated,0.002310609
increasing,0.0023080911
national,0.00230724
inherent,0.0023055193
