word,value
state,0.017678319
house,0.017093288
told,0.016831502
flynn,0.01499516
documents,0.013677696
department,0.013087334
official,0.012286175
white,0.011663264
fbi,0.010900516
classified,0.009874606
trained,0.009791297
committee,0.008936166
russian,0.008522508
officials,0.008215346
clinton,0.007624312
guidance,0.007107182
handling,0.006859866
process,0.006451801
protecting,0.0064407815
michael,0.006425565
government,0.0059655258
trump,0.0054655345
oversight,0.0051949196
using,0.0051519857
security,0.0050663417
times,0.004862871
democrats,0.0045697847
law,0.0044032685
tuesday,0.004361664
investigation,0.0043339785
administration,0.0043307687
briefing,0.0043273303
breitbart,0.004290494
elected,0.0042809146
adviser,0.004163597
intelligence,0.0041617034
national,0.004126116
job,0.004068681
things,0.0040451107
took,0.0040078787
signature,0.0039865403
computer,0.003947875
training,0.0038642806
receive,0.0038335246
keeping,0.003828396
access,0.0037951767
testifying,0.0037119647
chaffetz,0.0036784364
email,0.00366818
hillary,0.0036326272
sessions,0.0036237543
attached,0.0035979396
highlighted,0.0035703091
statement,0.0035405308
classifying,0.0035140333
watergate,0.0035091385
train,0.0034760158
russia,0.003468787
various,0.0034380602
numerous,0.003419969
preserve,0.0033930363
claim,0.0033898137
reform,0.0033550607
contradiction,0.0033400669
standard,0.0033397977
employees,0.0033127211
protect,0.0032782424
document,0.003236225
emails,0.0032136238
puzzle,0.0032104445
questioners,0.003155166
remember,0.0031046837
dept,0.003083413
ensure,0.0030668534
weekly,0.002976981
preserving,0.0029132473
president,0.0027123524
houses,0.0027048208
data,0.0026374965
widely,0.002604504
offered,0.002595739
quote,0.0025347206
early,0.0025087406
gen,0.002493016
communications,0.0024793684
word,0.0024541693
support,0.0024204294
light,0.0024168105
broke,0.0023957898
without,0.002390432
produced,0.002343249
language,0.0023176197
testify,0.0023138488
office,0.0022884468
jason,0.0022806576
application,0.0022760052
director,0.002261132
complied,0.0022558682
affairs,0.0022538598
letter,0.0022499503
