word,value
court,0.012527306
told,0.012092378
swedish,0.010835842
state,0.01034773
clinton,0.010239102
documents,0.009419564
classified,0.009011734
department,0.008365878
free,0.008211355
fbi,0.007874255
young,0.0074399197
case,0.0073740575
trained,0.0072007016
ruling,0.00683359
handling,0.0063355407
rape,0.00615594
appeal,0.006057445
percent,0.006041057
official,0.0059164274
protecting,0.0058999476
process,0.0058907727
breitbart,0.0057545723
statement,0.005694819
prosecutor,0.0055063297
economists,0.005481986
teens,0.0053113424
woman,0.0052800863
encounter,0.0051496006
party,0.005044717
ferry,0.0050180065
ruled,0.00492068
guidance,0.0048413286
evidence,0.004799203
immigration,0.0046627247
judge,0.004648643
use,0.004519187
migrant,0.0044745575
victim,0.0044531915
sweden,0.004416484
decided,0.0042719264
policy,0.004183144
letter,0.004160607
children,0.00404962
business,0.0039950665
trade,0.0039409297
think,0.0037180101
american,0.0034641875
hillary,0.0034631856
train,0.0034330012
attached,0.0033092122
controversial,0.0032371422
times,0.003233177
multiple,0.003207411
risk,0.0031810766
puzzle,0.0031729997
email,0.0031276627
weekly,0.0030867439
workers,0.003023789
officials,0.0030068061
sex,0.0029887455
girls,0.0029132762
employees,0.0028989473
press,0.002889408
policies,0.0028871074
would,0.0028810268
protect,0.0028655715
sexual,0.0027750228
preserving,0.0027645065
contradiction,0.0027556885
successful,0.002748947
using,0.0027483841
ensure,0.0027478235
place,0.0027310695
preserve,0.0027305183
increased,0.00273013
spending,0.0027274895
sessions,0.0027235602
carefully,0.0027205634
walk,0.0027126877
based,0.0026980496
hours,0.0026957497
alleged,0.0026921353
visas,0.0026917672
year,0.0026818193
trump,0.0026748644
walking,0.002646656
keeping,0.002633029
standard,0.0026290065
consensual,0.0026263027
various,0.0026171303
decision,0.00261058
finland,0.0026065789
student,0.002595791
local,0.0025862555
testifying,0.0025812795
drunk,0.0025777628
numerous,0.0025756578
computer,0.0025667492
classifying,0.0025627713
document,0.0025546413
