word,value
border,0.016412694
agent,0.012177436
patrol,0.011165269
gunmen,0.010883522
gender,0.010605579
activists,0.010517438
bbc,0.010505809
law,0.010372283
enforcement,0.008834774
house,0.008778666
flynn,0.007889379
cartel,0.0075999703
trans,0.0072061056
zucker,0.0071078287
transgender,0.0070838532
psychologist,0.007069523
expert,0.0070693935
sex,0.007060525
canadian,0.0070312195
fired,0.0069262176
children,0.006891082
committee,0.006661726
agents,0.0060821534
livingstone,0.0060460595
arizona,0.006038926
struck,0.0057724616
shots,0.0054700808
area,0.005442872
campaign,0.004930027
fight,0.004928744
unit,0.0044766036
drug,0.004429502
white,0.0043695527
party,0.0040928735
station,0.004075476
protection,0.0040303017
fire,0.0039574704
oversight,0.003957199
multiple,0.0039227186
government,0.0039153635
hitler,0.003900614
terry,0.003897785
group,0.0038438865
vehicle,0.0037760849
apprehend,0.0037556705
surveillance,0.0037031164
unknown,0.003694899
customs,0.0036845575
smuggling,0.0036688722
mayor,0.0036665502
child,0.0036418245
preferable,0.0036403253
featuring,0.0036383565
lend,0.0036329036
war,0.0036327585
documentary,0.0036305503
daily,0.003628857
clothes,0.00362693
opinions,0.0036268204
feel,0.0036250225
young,0.0036243044
academics,0.003620257
furious,0.0036168785
encourages,0.0036165996
disagrees,0.0036155644
identity,0.0036147737
airtime,0.0036117183
years,0.0036112415
kids,0.0036109183
favoured,0.0036031224
brian,0.0035922797
field,0.0035918055
features,0.003586273
identifies,0.0035836385
bodies,0.003581533
kenneth,0.0035803423
live,0.003580088
culture,0.0035797723
sustained,0.0035797632
film,0.0035792207
lives,0.003579097
changing,0.0035772251
issues,0.0035768102
officials,0.003574897
encouraging,0.00357394
views,0.0035723853
political,0.0035723194
approach,0.003570035
helping,0.0035659568
supported,0.0035559484
opposite,0.0035558678
result,0.0035521374
weight,0.0035485122
comfortable,0.0035444938
fear,0.0035431508
concerned,0.003541842
angry,0.0035417322
shut,0.0035349107
decision,0.003531181
ken,0.003522205
