word,value
gender,0.010431111
activists,0.010381949
department,0.008526132
justice,0.00807579
sessions,0.007769627
attorney,0.0076785376
psychologist,0.007529714
bbc,0.007513579
obama,0.0068248063
trans,0.006685497
zucker,0.006600732
children,0.00632235
expert,0.0062486567
review,0.0057906173
transgender,0.005786799
would,0.0053499136
administration,0.005291885
interview,0.005171477
sex,0.0051436825
charges,0.005047248
canadian,0.004922204
years,0.004882351
furious,0.004833441
open,0.004535193
general,0.004507538
kids,0.0043921927
actions,0.0043501584
radio,0.0043210043
criminal,0.0041279024
decision,0.0041158753
hewitt,0.0039570723
feel,0.0039249174
counsel,0.003911891
places,0.0039005978
lives,0.003864591
opposite,0.0038543083
helping,0.0037280242
culture,0.0036323743
lend,0.0036086307
encouraging,0.0035940178
changing,0.0035860226
views,0.0035848022
favoured,0.0035423948
war,0.0035390963
child,0.0035297056
field,0.003499124
approach,0.0034880345
kenneth,0.0034726632
disagrees,0.003448923
fired,0.003427304
shut,0.003412258
campaign,0.003408727
weight,0.0033949616
features,0.0033894768
identity,0.0033847892
political,0.0033808618
result,0.0033803103
clothes,0.003336123
young,0.0033175573
academics,0.0033145954
live,0.0033085935
clinic,0.0032764075
documentary,0.0032614418
fear,0.0032263976
featuring,0.0032248765
daily,0.0031499288
preferable,0.0031138284
believes,0.003102286
provoked,0.003096936
encourages,0.0030955963
openness,0.003067976
identifies,0.0030592238
issues,0.003041702
sustained,0.0030384972
bringing,0.0030143354
operated,0.002993945
angry,0.0029603315
opinions,0.002928114
airtime,0.0029219792
film,0.0028845381
noncommittal,0.0028307065
comfortable,0.0028042535
republican,0.002771194
host,0.0027522845
thursday,0.002743268
concerned,0.0026837853
fight,0.0026695272
fast,0.0026593227
bodies,0.0026329528
treatment,0.0026110068
revenue,0.0026057858
appointment,0.002601864
taken,0.0025785342
suggests,0.0025651648
left,0.0025575482
bring,0.0025558318
hillary,0.0025313012
designating,0.002517567
suggested,0.0024359063
hugh,0.0024095534
