word,value
risk,0.018352002
letter,0.018279811
policy,0.017834032
children,0.017804563
leaders,0.017740326
use,0.017641924
sex,0.017303802
obama,0.01230953
ideology,0.0122660445
open,0.01220925
girls,0.012134459
boys,0.012040772
safety,0.011895956
rooms,0.011833638
bathrooms,0.011738505
privacy,0.011725624
gender,0.011635709
border,0.0076623554
patrol,0.0064273314
allows,0.0063918727
settings,0.0063367933
health,0.006325337
fluidity,0.0063252356
school,0.0063091977
rights,0.0063067167
denigrates,0.0062707504
extreme,0.006258978
reckless,0.006253651
government,0.006246554
overreach,0.0062212357
mental,0.0062105027
scientific,0.006190277
transgender,0.0061677326
address,0.0061372924
concerned,0.006129405
identify,0.006129155
bathroom,0.006123889
american,0.006122021
signed,0.0061191586
rejects,0.006117102
schools,0.0061119916
traditional,0.006109336
force,0.0060889334
signers,0.0060774176
steeped,0.0060755163
putting,0.006072926
biological,0.006070045
reality,0.0060700085
moment,0.0060674474
breitbart,0.0060584694
controversial,0.006058378
shower,0.0060389577
faulty,0.006036767
sense,0.0060255616
premise,0.0060203713
decree,0.0059787366
common,0.0059722853
comply,0.0059624226
rest,0.0059593506
increases,0.0059140017
notion,0.0058769314
deference,0.005823851
locker,0.0056640194
asserts,0.0056624245
agent,0.005625526
americans,0.00562396
gunmen,0.0043010106
enforcement,0.0042969626
struck,0.0034729943
law,0.003249133
cartel,0.0030758562
agents,0.0027482726
officials,0.0024849793
brian,0.002475933
shots,0.0024292578
station,0.0023201506
arizona,0.0021545603
area,0.0021291755
smuggling,0.0020199446
apprehend,0.0019999575
multiple,0.0019412842
federal,0.0019342399
southern,0.0019032398
surveillance,0.0018972241
unknown,0.0018522971
vehicle,0.0016756941
protection,0.0016603728
unit,0.0016211473
customs,0.0015984084
suspects,0.0015921443
group,0.001580717
drug,0.0015654928
trying,0.0015561909
fire,0.001523382
terry,0.0014904313
fired,0.0014689749
mexican,0.0013834662
continue,0.0013361836
two,0.00133548
rifle,0.0013262333
