word,value
health,0.006388894
senate,0.005830979
department,0.0049904035
administration,0.0048796404
care,0.004825203
drone,0.0047409246
sessions,0.0043980773
obama,0.004012714
radio,0.003853287
recess,0.0037499664
american,0.0037474893
pressure,0.0034262787
review,0.00340303
debate,0.0034005374
pass,0.0033760988
republicans,0.0033389046
hewitt,0.003326082
attorney,0.0032982088
would,0.0030846652
charges,0.00292089
interview,0.0029083332
actions,0.0028815374
groups,0.0028673988
counsel,0.0028186596
leadership,0.0028135406
think,0.0027623947
drones,0.002678274
counterterrorism,0.002657249
bill,0.0026012538
mcconnell,0.0025589038
targeting,0.002555418
qaeda,0.0025329005
justice,0.0025158562
august,0.0023773985
increased,0.0023605223
leader,0.0023335114
host,0.0022733386
increasing,0.0022647437
provoked,0.0022381293
criminal,0.0022360783
reform,0.0022316042
open,0.0021684018
face,0.0021458485
thursday,0.0021413208
strategy,0.0021043918
percent,0.0020886539
hostages,0.0020809548
authority,0.0020351068
death,0.0020347375
general,0.001965678
national,0.0019598796
lot,0.0019454871
house,0.0019405403
continue,0.0019377606
including,0.0019351318
hugh,0.0019240777
economists,0.001896682
breitbart,0.0018905617
price,0.0018517314
president,0.0018488884
practices,0.001828502
strike,0.0017833349
conservative,0.0017742227
weinstein,0.0017724184
shrouded,0.0017650414
central,0.0017531378
poses,0.0017499554
things,0.0017476153
policy,0.0017362968
decisions,0.0017262173
trade,0.0016856681
compound,0.0016850572
porto,0.0016738179
casualties,0.0016667058
taken,0.0016663732
operation,0.0016646229
strikes,0.0016625836
keep,0.0016595388
suggests,0.0016480009
warren,0.0016467177
years,0.0016461676
accidentally,0.0016429562
perspective,0.0016369917
idea,0.001632423
barack,0.0016301144
business,0.0016116652
dojs,0.0016046991
scandal,0.0016040463
suggested,0.0015934209
fewer,0.0015837633
bets,0.0015781769
immigration,0.0015746984
government,0.0015735263
critics,0.0015723123
counterterror,0.0015686494
tom,0.0015650974
connected,0.0015614644
security,0.0015584086
jeff,0.0015510268
mexican,0.00154653
