word,value
space,0.019487657
hubble,0.015071794
life,0.010930929
scientists,0.010560544
telescope,0.010184007
peer,0.010004922
text,0.009763288
going,0.00967197
universe,0.009377213
books,0.009349454
james,0.009136173
webb,0.00856253
border,0.006740695
jwst,0.006396241
october,0.0063042785
agent,0.006116796
clues,0.0060689216
gold,0.0060404693
operating,0.0060362285
inside,0.0059771314
discover,0.0058795772
hunting,0.005834355
rewrite,0.0058014034
limits,0.0057415524
follow,0.0055680387
speeding,0.0055346983
spectacular,0.0055285073
cnn,0.0055141095
years,0.005503049
black,0.005425893
french,0.005423382
images,0.00540836
rocket,0.0054011107
returned,0.005389414
nasa,0.005370449
expansion,0.005369622
time,0.0053517856
golf,0.005343575
tough,0.0053300518
galaxies,0.0053223185
opening,0.0052490258
ball,0.0051915133
working,0.0051741423
earliest,0.0051670973
son,0.005160825
ariane,0.0050808345
signs,0.0050633927
instrument,0.0050619515
gunmen,0.004990513
planets,0.004967004
search,0.0049622245
century,0.0049549276
scheduled,0.004946393
chandler,0.0049278378
alternative,0.0049241013
construction,0.0049188603
heart,0.0048944755
curtains,0.0048809126
guiana,0.004850605
spokesperson,0.004843704
big,0.0048222453
potential,0.00482014
massive,0.004819623
intended,0.004788557
patrol,0.00478421
successor,0.0047481526
lynn,0.004711264
way,0.0047104275
launch,0.0047006174
planning,0.004700471
told,0.0046822354
helped,0.0046133185
quarter,0.0043950183
peering,0.004370477
mission,0.0043228446
hole,0.004277852
mirror,0.004193417
cartel,0.004062707
rewrote,0.0038870636
galaxy,0.0035750316
struck,0.0035346516
law,0.0033429593
arizona,0.0027749913
enforcement,0.0026248547
station,0.002151526
shots,0.002106428
agents,0.0020631496
officials,0.002060961
apprehend,0.0020291898
fired,0.0020035622
terry,0.0019832654
brian,0.0019671055
southern,0.0019665025
surveillance,0.0017959907
group,0.001784381
trying,0.0017471827
area,0.001732529
multiple,0.0017192108
unit,0.0017078994
fire,0.001697042
