word,value
party,0.030532304
breitbart,0.011215363
clinton,0.011148539
johnson,0.009968406
hillary,0.008848461
convention,0.00844367
democratic,0.008212662
cartel,0.008109905
voters,0.007426294
vote,0.007201911
sanders,0.0065720617
philly,0.005956302
mexican,0.00595096
political,0.005946068
class,0.005638137
floor,0.0055491906
dnc,0.0055384324
jfk,0.0054176273
young,0.0050487546
strike,0.0049767517
airport,0.0048978776
green,0.004835742
stein,0.0047856737
bid,0.004648619
uber,0.004516609
kassam,0.0044831145
gary,0.004366186
candidate,0.0043045236
third,0.0043023136
democrats,0.0042802407
real,0.0042601293
top,0.0042194296
drivers,0.0041763224
bernie,0.0040390533
taxi,0.004019333
campaign,0.00393458
jill,0.0038822135
leadership,0.0038727724
protest,0.0038550836
marine,0.0036996931
would,0.0035516606
bosses,0.0035329075
attacks,0.003527182
various,0.0034508987
texas,0.0032947003
trump,0.0032746326
independents,0.0032630665
control,0.0032532772
lingerie,0.0032479726
deleting,0.0031805171
primary,0.0031667072
special,0.0030658878
rode,0.003060244
warning,0.003049422
rocked,0.0030448723
donald,0.003042058
nervous,0.0030369519
rules,0.0030246135
police,0.003000423
issues,0.002971296
nationalists,0.0029654019
wikileaks,0.0029556106
outnumbered,0.0029552525
protesters,0.0029528171
rampaged,0.0029514295
literally,0.002914521
speakers,0.0029143088
fire,0.002903246
libertarian,0.002900212
election,0.0028931801
voice,0.0028685746
nominate,0.0028635436
delegates,0.0028631566
news,0.0028562273
states,0.0028529249
story,0.0028481751
area,0.0028414489
american,0.0028407583
world,0.0028364386
streets,0.0028315769
center,0.002828705
fight,0.002825123
order,0.0028229507
general,0.0028113895
workers,0.002805669
national,0.0027985042
seized,0.0027852464
personally,0.002765392
burning,0.002752737
agitators,0.0027482982
set,0.0027454626
breakdown,0.0027427904
walked,0.002739262
emerged,0.002736364
rigged,0.0027266142
booed,0.0027262713
mainstream,0.0027210978
cartels,0.002720249
disaster,0.0026974634
hill,0.0026953837
