word,value
percent,0.01516047
clinton,0.013809401
johnson,0.013484399
economists,0.012789691
trump,0.012517497
voters,0.011185233
immigration,0.009689018
breitbart,0.009165305
party,0.009159599
democrats,0.008758771
business,0.008482521
support,0.0074602054
gary,0.006977074
third,0.006491157
increased,0.0064612627
vote,0.0060469774
young,0.0057976698
running,0.005693737
trade,0.005675492
economic,0.005306516
workers,0.0052853753
number,0.0051447446
think,0.0050982893
attacks,0.005002927
restrictions,0.0049748537
warning,0.0049256035
libertarian,0.0048902156
spending,0.0047701322
opposed,0.004686571
independents,0.0045560827
visas,0.0045513553
donald,0.0045342585
states,0.004459884
mexican,0.0044100853
hill,0.004376163
cartel,0.0042482615
national,0.0040757805
campaign,0.004072377
hillary,0.0036815354
policies,0.0036613145
group,0.0033822963
american,0.0033658836
groups,0.0033477612
border,0.0033453282
president,0.003302462
bill,0.0030414448
nominee,0.0030267509
policy,0.0029994058
presidential,0.0029661371
association,0.0029221596
reducing,0.0029050785
industries,0.0028823938
country,0.002837753
set,0.0028259421
votes,0.0027624723
rely,0.0027540473
weeks,0.00272616
liberal,0.0027192908
ben,0.0027079326
stein,0.0026971013
practices,0.002696576
flow,0.0026931153
coming,0.0026905655
shore,0.0026666955
import,0.0026467675
surprising,0.0026367074
economics,0.0026184951
monday,0.002610339
reaches,0.0026010391
issued,0.0025999704
embarrassing,0.0025784143
critical,0.0025749633
tiny,0.0025735789
ease,0.0025613818
expand,0.0025586868
passing,0.0025514597
march,0.0025468208
leave,0.0025421348
impose,0.0025203011
program,0.0025195212
whether,0.002509476
limits,0.0025074217
threatened,0.002503451
priority,0.0024821046
deportations,0.002478153
debate,0.0024731667
enforcement,0.0024729788
coalition,0.0024675597
climate,0.0024646989
ramping,0.002464695
immigrants,0.0024622935
additional,0.0024564588
half,0.002450632
aimed,0.0024504443
increasing,0.0024434195
sen,0.002441103
cog,0.0024385038
issues,0.002423824
taking,0.0024201176
fifteen,0.00241955
