word,value
obama,0.011421495
mosque,0.011268135
speech,0.010127014
baltimore,0.009851411
lies,0.008351691
islam,0.007609156
text,0.0075295535
tell,0.006877531
full,0.006410343
brazen,0.004230615
fbi,0.0041756653
told,0.003921702
reputation,0.0039028511
chose,0.0038389005
help,0.0037656063
members,0.0037425677
criticism,0.003636112
york,0.00363538
federal,0.003604855
president,0.0035814939
experts,0.0035464317
praise,0.0035150808
selecting,0.0034854512
imam,0.0034424812
condoned,0.003437237
times,0.003428418
scrutiny,0.0034254254
understand,0.0033693924
defending,0.0033117183
suicide,0.0033081619
thinks,0.0033072738
america,0.003306303
breitbart,0.003234104
misrepresented,0.0031144312
tolerance,0.003099441
website,0.0030582817
series,0.0030360473
house,0.003022044
plotting,0.0030219904
invited,0.0029835403
building,0.0029764844
bombing,0.002904486
site,0.002872987
course,0.0027851758
white,0.0027564333
well,0.0027528317
arrested,0.0027335356
reprinted,0.0026671113
religion,0.00264017
unwarranted,0.0026066802
read,0.002592151
helpfully,0.0025522693
documented,0.0025222627
feel,0.002497237
peace,0.0024206676
bomb,0.0024146927
remarks,0.0022429202
patriots,0.0021341743
venue,0.0020834727
left,0.002080788
december,0.0020635643
disrupted,0.00049722823
difficult,0.00049722823
disappointed,0.00049722823
scandent,0.00049722823
daniel,0.00049722823
corner,0.00049722823
circuit,0.00049722823
championship,0.00049722823
bull,0.00049722823
touched,0.00049722823
broken,0.00049722823
battled,0.00049722823
alonso,0.00049722823
despite,0.00049722823
double,0.00049722823
flags,0.00049722823
eased,0.00049722823
takes,0.00049722823
kimi,0.00049722823
inquiry,0.00049722823
indicate,0.00049722823
hungarian,0.00049722823
hamilton,0.00049722823
thought,0.00049722823
grid,0.00049722823
grand,0.00049722823
dramatic,0.00049722823
topics,0.00049722823
fourth,0.00049722823
fortunate,0.00049722823
forgotten,0.00049722823
whirlpool,0.00049722823
ferrari,0.00049722823
fernando,0.00049722823
fastest,0.00049722823
events,0.00049722823
establish,0.00049722823
game,0.00049722823
whistled,0.00049722823
