word,value
told,0.013849336
documents,0.008926994
debate,0.008204066
drone,0.0074976888
festival,0.007036288
classified,0.006852092
state,0.006850757
clinton,0.0066990578
fiorina,0.006542391
hostages,0.006306036
sanctuary,0.0061542396
process,0.006039762
trained,0.006006059
breitbart,0.0059217624
qaeda,0.005811484
cities,0.0054843035
american,0.0054104943
counterterrorism,0.005244289
strategy,0.005236733
fbi,0.0052297786
cudahy,0.005176355
drones,0.0051654666
official,0.0051610447
migrants,0.00514885
political,0.0050583985
police,0.004786896
administration,0.004723774
department,0.0046827523
targeting,0.0045276447
president,0.0041404474
groups,0.004095823
turner,0.0040914537
news,0.0040191594
barack,0.0038987482
protecting,0.0038910948
filed,0.003851513
effort,0.0037419333
declaring,0.0035833379
mobilizing,0.0035078144
guidance,0.003464341
cruz,0.0034273195
various,0.0034089726
saturday,0.0033916365
handling,0.0033835531
two,0.0033031898
think,0.003298549
afghanistan,0.0032521493
signature,0.0032485062
ground,0.003244742
killed,0.0032386482
use,0.0032372486
unmanned,0.0032251244
funds,0.0032204436
transparency,0.0032175265
defund,0.00319693
civilian,0.003166919
military,0.0031519544
federal,0.0031250895
return,0.0031247989
needing,0.003112826
provoked,0.003106991
thursday,0.0030886638
secrecy,0.0030745745
giovanni,0.003068796
initiative,0.0030604163
pressure,0.0030201722
sending,0.003017984
counterterror,0.0030158155
announcement,0.0030038455
including,0.0030035728
officials,0.0029944002
places,0.0029919008
innocent,0.0029870465
take,0.0029748543
italian,0.002967532
january,0.002965727
attacks,0.002960819
renewing,0.0029430839
trump,0.0029420864
casualties,0.002936895
weinstein,0.0029271217
security,0.0029224176
backlash,0.0029178055
perspective,0.0029007976
called,0.0029006682
government,0.0028948027
risks,0.002871705
filing,0.0028612346
element,0.002853667
porto,0.0028510885
party,0.002819632
puts,0.0028148731
increased,0.002794716
german,0.0027937724
warren,0.0027835157
strikes,0.0027595675
fewer,0.0027428267
critics,0.002742087
central,0.0027366334
technology,0.0027303612
