word,value
festival,0.018474221
police,0.008487149
migrants,0.008079029
sexually,0.0070228484
attacks,0.0068995836
german,0.006842533
girls,0.0061449935
reports,0.0057392824
essen,0.005457551
town,0.0046527837
gangs,0.0042835814
molesting,0.0040853657
arrested,0.0039348705
female,0.0038748174
incident,0.0035077613
harassed,0.0035068223
report,0.0034796246
migration,0.0034634217
attack,0.0034073556
changed,0.0033520374
various,0.0033462204
paper,0.0033120783
received,0.0032220841
groped,0.0031975976
incidents,0.0031937214
scene,0.0031935133
allgemeine,0.0031604813
considered,0.0031501763
decades,0.0031494838
separate,0.0031426006
engaged,0.0030293253
year,0.0030134148
germany,0.0030078513
gang,0.0030020487
arrests,0.0029943716
presence,0.002965763
attacking,0.00296035
completely,0.0029558728
saturday,0.0029315727
migrant,0.0029016235
groups,0.0028990102
overshadowed,0.0028870967
men,0.0028694638
major,0.0028175656
westen,0.0027508193
highest,0.0027430288
apparent,0.00265085
zeitung,0.0026232572
attacked,0.0026178358
weekend,0.0026173398
large,0.002581252
without,0.00255188
friday,0.0025183707
multiple,0.0024985801
two,0.0024583908
roving,0.0024329748
friendly,0.0024233279
event,0.002366497
family,0.0023239432
cologne,0.0023008636
crime,0.002287748
ten,0.0022816341
vein,0.002280147
hamilton,0.00225715
victims,0.002193912
sex,0.0021328402
eve,0.0021205477
women,0.0020744212
rosberg,0.0017727982
teammate,0.001398959
lewis,0.0013298737
hungarian,0.0011879815
grand,0.0011088174
take,0.0010968288
grid,0.0010720488
prix,0.0010382362
wins,0.00096239365
championship,0.0009266971
double,0.0009246383
nico,0.00091540057
ferrari,0.00091377075
rules,0.0009119291
ricciardo,0.0009035723
raikkonen,0.0009006126
standings,0.0008854762
corner,0.00087896734
difficult,0.00086493953
mercedes,0.0008557928
game,0.0008542788
fourth,0.0008485925
fernando,0.00084772875
final,0.0008469143
red,0.0008418293
max,0.0008396804
point,0.00083731767
raced,0.0008362847
battled,0.00083214155
teen,0.00082642084
disappointed,0.0008253491
circuit,0.0008243506
