word,value
party,0.012046963
visit,0.008512986
court,0.008512099
appeal,0.006395187
case,0.0062251426
swedish,0.0060938476
macron,0.005672802
pen,0.0053536706
young,0.005115024
jobs,0.005089533
workers,0.0048198346
free,0.004786952
ruling,0.004762488
convention,0.0046961945
french,0.0046737078
surprise,0.0046395734
hours,0.0044225985
democratic,0.004364961
closure,0.004267599
clinton,0.004256098
encounter,0.0042554806
walked,0.0041816602
judge,0.004087021
sweden,0.0040726457
teens,0.0039936756
ferry,0.0038681307
reports,0.0038284683
political,0.0038092346
presidential,0.0038009402
facing,0.0036941245
candidate,0.003630802
dnc,0.0035594439
whirlpool,0.0035323142
national,0.003514891
plant,0.003503163
class,0.0034654306
decided,0.003437959
migrant,0.0033679728
philly,0.003329951
victim,0.0033253029
breitbart,0.003270836
campaign,0.003250737
disaster,0.0031997443
lose,0.003061433
ruled,0.0030455515
rape,0.002981844
hillary,0.0029421663
woman,0.0029332237
prosecutor,0.0028283934
sanders,0.0028041694
floor,0.002792261
evidence,0.002778121
blood,0.0026424145
man,0.0026222856
consensual,0.0025253482
suspended,0.0024693864
jill,0.002465459
stomping,0.002452615
classified,0.002447743
verdict,0.0024164661
populist,0.0023204654
revelations,0.0023121242
day,0.0023103368
factory,0.0022636834
world,0.0022610654
carefully,0.002247384
marine,0.0022421768
attack,0.0022160637
month,0.0021878432
men,0.0021865934
student,0.0021736817
event,0.0021476683
migration,0.0021444447
action,0.0021442112
whistled,0.0021417525
friday,0.0021384084
appeals,0.002137248
packed,0.0021356163
organizers,0.0021282649
force,0.0021228478
inside,0.0021216457
gathered,0.0021125374
crashed,0.0021090682
finland,0.002078177
advertised,0.0020657352
statement,0.0020502917
urine,0.0020473565
prove,0.0020221472
fire,0.002011564
migrants,0.0019879611
crazy,0.0019830072
successful,0.0019813504
personally,0.0019800118
earlier,0.0019742718
seized,0.0019735426
used,0.0019723969
sexual,0.001969895
walk,0.0019693417
mainstream,0.0019691498
nationalists,0.0019602138
