word,value
department,0.010904303
actions,0.009851689
sessions,0.009720887
bbc,0.008421704
review,0.0082730325
obama,0.007343918
justice,0.007137998
hewitt,0.0067583635
canadian,0.006721013
gender,0.0065870592
attorney,0.0063552377
years,0.006349015
counsel,0.006287348
criminal,0.0062316805
activists,0.0061426507
charges,0.005486445
interview,0.0054778103
zucker,0.0052108294
radio,0.0051393667
expert,0.00509533
transgender,0.0050575607
furious,0.004827525
administration,0.0047628856
would,0.004628241
children,0.004394812
general,0.0042620692
sex,0.0042028087
trans,0.004055972
second,0.00397928
psychologist,0.0039579375
hillary,0.0039063245
groups,0.0038361093
open,0.0037441156
decisions,0.0037384983
email,0.0036894097
connected,0.0035800566
door,0.0035285053
gun,0.0035224655
consider,0.0035163763
contended,0.0034729016
appointment,0.0033742448
favoured,0.0033682224
ire,0.0033679558
left,0.0033520053
daily,0.003350404
internal,0.0033267795
include,0.003322247
scandal,0.0032983006
encouraging,0.0032480697
bring,0.0032440438
conservative,0.0032227517
approach,0.0032078316
clinic,0.003200154
encourages,0.0031980788
kenneth,0.0031914501
treatment,0.003180784
changing,0.0031265044
fight,0.0031220966
designating,0.003115089
bodies,0.0031125296
fear,0.0030728176
airtime,0.0030703708
practices,0.0030638413
academics,0.0030623316
featuring,0.0030619008
opinions,0.0030360513
helping,0.0030345232
political,0.0030048434
live,0.002983892
clothes,0.0029724925
sustained,0.0029418427
angry,0.0029378864
result,0.0028871158
floated,0.0028861926
noncommittal,0.0028789921
operated,0.002878937
jeff,0.0028505202
culture,0.0028477916
suggests,0.0028427865
film,0.002833336
generally,0.0028252632
take,0.0028107269
fired,0.0028002842
child,0.0027953947
issues,0.0027851036
fast,0.0027651573
provoked,0.00276293
decision,0.002761574
republican,0.002754262
special,0.0027257986
host,0.002703852
preferable,0.0026835196
openness,0.0026830053
authority,0.0026765796
bringing,0.002655143
dojs,0.0026493426
identifies,0.002642476
believes,0.002638402
asked,0.002633226
war,0.002595037
