word,value
airport,0.027670315
strike,0.026188845
jfk,0.02618505
taxi,0.019753145
uber,0.019604953
drivers,0.0195334
order,0.016986325
app,0.013229976
workers,0.013219488
deleting,0.013167161
customers,0.013165445
alliance,0.0130847115
saturday,0.00965493
executive,0.009108796
donald,0.008807789
protest,0.008756134
countries,0.008168893
president,0.00794656
times,0.00781488
appeared,0.006916269
statement,0.00675882
higher,0.006747669
tried,0.00673244
pricing,0.006731664
posting,0.0067302617
thousands,0.006727493
avoid,0.006724098
patient,0.006723897
evidence,0.0067232726
ban,0.0067199287
result,0.0067192614
social,0.006717977
longer,0.006716757
wait,0.0067163785
called,0.006715056
refugee,0.0067143226
response,0.0067133107
tweeted,0.0067127966
furious,0.006711561
riders,0.00670787
went,0.0067077233
servicing,0.00670616
kick,0.006705679
entering,0.006702408
turned,0.006701872
halted,0.0067014936
trying,0.006697699
facilitate,0.0066974754
barring,0.006688597
travelers,0.006688469
increased,0.0066871378
media,0.0066862917
business,0.00668548
company,0.0066834902
periods,0.0066774907
fares,0.0066653765
demand,0.0066650845
users,0.006654538
restriction,0.005790089
travel,0.0039938386
cooper,0.003919477
lax,0.0038110493
los,0.0030119717
gathered,0.0025622065
international,0.0025493521
protests,0.002428874
angeles,0.0023890114
proponents,0.0023010268
temporary,0.002075509
rummell,0.002000279
trump,0.0017587539
federal,0.0017586064
hour,0.0017585539
news,0.0017389401
country,0.0017200556
friday,0.0016657553
protesting,0.0016297715
middle,0.0016259578
issue,0.0016179451
headscarves,0.0016135952
read,0.0015940809
tom,0.0015878787
knx,0.0015860037
yellow,0.0015538562
reporter,0.0015360279
women,0.0015359587
well,0.001533048
assembled,0.0015116899
pic,0.0015115807
protesters,0.0014966133
twitter,0.0014951507
morning,0.0014817434
varying,0.001480869
components,0.0014719436
dueling,0.001468416
reported,0.0014586751
demonstrations,0.0014409892
late,0.001430381
days,0.0014278728
temporarily,0.001424727
