word,value
party,0.021532645
convention,0.012882154
democratic,0.01199825
floor,0.010768862
breitbart,0.010115724
clinton,0.00983517
hillary,0.009682039
sanders,0.00861525
philly,0.008597575
dnc,0.008389759
class,0.0071191113
political,0.006810071
area,0.005468019
american,0.0054187565
center,0.005379996
outnumbered,0.0053427904
rampaged,0.005288105
force,0.005219451
disaster,0.005105656
nervous,0.005049563
breakdown,0.0050378647
inside,0.005033385
emerged,0.005032635
police,0.0048978915
rigged,0.00489611
nominate,0.0048551303
mainstream,0.004824439
candidate,0.004718698
national,0.0046740263
vote,0.0046650902
fight,0.0046497043
primary,0.0045929565
control,0.00459227
story,0.004567675
agitators,0.0045551294
nationalists,0.0045198267
correspondents,0.0044315434
set,0.0044100136
sex,0.004378019
suffers,0.0043328376
rocked,0.004255049
special,0.004207949
revelations,0.0042033806
world,0.0042014183
suspended,0.0041578333
election,0.004126368
protesters,0.004118706
populist,0.004111637
wikileaks,0.0040903734
seized,0.004088692
event,0.0040877466
email,0.0040299324
burning,0.0039863293
protest,0.003983283
flag,0.003919923
speakers,0.0038970278
real,0.003896095
fire,0.0038957512
use,0.0038921358
rode,0.0038801038
bernie,0.0038208677
rules,0.0038176144
stomping,0.0037852107
booed,0.003781879
general,0.0037810039
news,0.0037608515
city,0.0037125524
literally,0.0036523452
crashed,0.0036500357
man,0.0036237407
leaders,0.0036236732
personally,0.0036179314
streets,0.0035826212
children,0.0035353897
walked,0.003476492
policy,0.0034693496
stein,0.0034254973
jill,0.003348207
workers,0.0033290598
green,0.0033275082
delegates,0.003057806
voice,0.003050931
letter,0.0029067139
visit,0.0028571745
gender,0.0028261044
risk,0.002809142
privacy,0.0027369556
bathrooms,0.0026947344
america,0.002668363
rooms,0.0025769442
safety,0.0024976549
girls,0.0024622558
pen,0.0023130637
boys,0.0023106087
macron,0.0021900202
open,0.0021249987
ideology,0.002048433
americans,0.001966673
obama,0.0019650692
french,0.0019558505
