word,value
sessions,0.020188203
department,0.018073544
actions,0.014908376
attorney,0.014597456
review,0.014575841
obama,0.014483754
justice,0.014162522
open,0.011171387
general,0.010842425
radio,0.009529627
would,0.009444223
criminal,0.009312133
administration,0.009281932
counsel,0.0090245
hewitt,0.008895757
charges,0.008616442
interview,0.00852256
republican,0.0057296907
furious,0.0057029254
dojs,0.0056053065
asked,0.0054294006
hugh,0.0054117576
floated,0.005330784
take,0.005310866
special,0.0052824556
suggested,0.005239712
idea,0.00520542
thursday,0.005169391
internal,0.005094478
revenue,0.0050880536
generally,0.0050826073
contended,0.0050801164
ire,0.0049390225
practices,0.0049134963
include,0.004910643
groups,0.004887479
conservative,0.0048807436
jeff,0.0048806067
taken,0.0048803035
fast,0.004843237
host,0.00480182
authority,0.004798334
designating,0.0047667073
hillary,0.0047494513
door,0.004717041
scandal,0.0047148387
suggests,0.0046701934
bring,0.004669518
email,0.0046144896
operated,0.0045747817
bringing,0.0045348406
gun,0.0045335316
treatment,0.0045249737
provoked,0.0045101275
noncommittal,0.0044966503
openness,0.004463271
consider,0.004459243
connected,0.004427571
years,0.004381434
appointment,0.004363578
left,0.0043497523
second,0.004328683
decisions,0.0042410274
anarchists,0.002941337
failed,0.0026828148
johnson,0.0026648818
convention,0.0026488996
police,0.0018262261
clinton,0.0018222431
voters,0.0017436253
breitbart,0.0017059504
party,0.0016954213
running,0.0016854353
day,0.0016013623
group,0.0015583908
movement,0.0015449638
radicals,0.0015262463
simply,0.0014752214
participate,0.001466914
wearing,0.0014235332
cleveland,0.0013875144
young,0.0012552871
gary,0.0012221837
third,0.0012007371
attacks,0.0011915428
turn,0.0011604474
support,0.0011392713
vote,0.0011290038
watch,0.001116084
trump,0.0010992828
democrats,0.001097928
hardest,0.0010905219
rage,0.0010739127
efforts,0.0010674485
badly,0.0010602071
local,0.0010437116
warzone,0.0010365979
campaign,0.0010149942
leftists,0.0010074374
reported,0.001004717
