word,value
party,0.01860039
third,0.010812779
johnson,0.010691094
rosberg,0.010594264
clinton,0.010012969
hamilton,0.009341266
democrats,0.00905118
bid,0.007607373
teammate,0.0073531554
gary,0.0067291316
voters,0.0066744327
young,0.006671648
campaign,0.0066141845
kassam,0.006607838
trump,0.005735842
grand,0.005637997
vote,0.0055347783
hungarian,0.005328881
standings,0.0053001116
whether,0.0051514525
lewis,0.005071281
grid,0.0050530448
prix,0.0048109246
took,0.0047403616
libertarian,0.004697095
running,0.0046341843
take,0.004619559
independents,0.004536459
london,0.004394997
turn,0.0043795123
leadership,0.0043767337
warning,0.004351247
hillary,0.0040766965
attacks,0.0040228004
breitbart,0.003640118
radio,0.0036318314
hill,0.0035754344
gaunt,0.003456587
ukip,0.0033306985
donald,0.0032943818
livingstone,0.0032330644
casting,0.003200901
nico,0.0031387624
events,0.0030382315
disappointed,0.0030049258
issues,0.00300492
double,0.002964569
inquiry,0.0029362068
eased,0.002934234
indicate,0.002919426
vettel,0.002909448
raikkonen,0.002908869
started,0.0028722016
top,0.0028550297
dramatic,0.0028299766
notoriously,0.0028285224
host,0.0028281542
verstappen,0.0028245705
raced,0.0028242029
independence,0.0027857714
ricciardo,0.0027680278
spot,0.0027546945
move,0.0027370288
overtaking,0.0027366458
fear,0.0027366187
bull,0.002724354
circuit,0.0027100553
final,0.002709853
rules,0.0027086094
ferrari,0.0026985984
ken,0.0026785233
lead,0.0026719102
fastest,0.0026705859
pole,0.0026605881
trains,0.0026544346
kimi,0.0026493173
kingdom,0.0026432439
forgotten,0.002638672
wins,0.0026341598
mercedes,0.0026245858
max,0.0026180889
seeks,0.0026150185
battled,0.0026091395
qualifying,0.0026064718
difficult,0.00259256
establish,0.0025880241
waved,0.0025866455
seldom,0.0025720254
yellow,0.002564479
fernando,0.0025520367
video,0.0025489773
second,0.002547982
starting,0.0025471821
despite,0.002543035
point,0.0025412906
drivers,0.0025342219
embarrassing,0.0025319988
sunday,0.0025250046
ruled,0.0025170431
alonso,0.0025137488
