word,value
god,0.0064004343
unto,0.0047369218
man,0.0046192496
lord,0.004311965
thou,0.0038533988
life,0.0033815324
men,0.0033345672
thee,0.0032478685
upon,0.0031977717
great,0.0030188018
would,0.0029327243
thy,0.0029157132
things,0.0027331444
world,0.002671598
nature,0.0026211503
note,0.0023417089
gods,0.0023283302
therefore,0.0022969043
son,0.0022933753
brahman,0.0022591234
day,0.0022486164
time,0.0021830355
people,0.0021785258
hath,0.002159323
good,0.0021262364
two,0.0020349135
body,0.0019963135
without,0.0019518144
soul,0.0018925109
earth,0.0018633704
water,0.0018630829
king,0.0018600594
called,0.0018573999
knowledge,0.0018515683
iii,0.0017423036
israel,0.0016040491
words,0.0015973282
yet,0.0015690678
thus,0.0015593147
work,0.0015564763
evil,0.0015191028
father,0.0014723162
children,0.0014671355
creation,0.0014647553
text,0.0014587075
power,0.0014508961
order,0.001421316
way,0.0014182552
three,0.0014144644
fire,0.0013964324
place,0.0013881546
word,0.0013728403
land,0.0013540538
though,0.0013453086
years,0.0013247604
death,0.0013223095
mind,0.0013170578
went,0.0012678991
whole,0.001261844
verse,0.0012522858
light,0.0012369779
meaning,0.0012317728
divine,0.0012212851
form,0.0011987353
truth,0.001187582
true,0.0011862858
well,0.0011785534
law,0.0011661457
house,0.0011613923
hand,0.0011402608
take,0.0011337108
spirit,0.0011285777
days,0.0010864678
heart,0.0010639457
set,0.0010622217
human,0.0010585599
higher,0.0010445127
account,0.0010261292
thought,0.0010208681
sun,0.0010207405
sense,0.001015349
whose,0.0010004098
sons,0.0009937406
jesus,0.0009910719
heaven,0.0009739065
together,0.000973239
vii,0.00097030815
agni,0.0009695636
long,0.0009657457
fact,0.000939708
tablet,0.00093889126
texts,0.00090430793
shalt,0.00090421236
bring,0.0009014892
wisdom,0.0008900697
used,0.0008899834
left,0.0008858719
chapter,0.0008732235
pass,0.0008724269
within,0.00086210284
