word,value
kassam,0.03346924
party,0.027216516
leadership,0.02227162
bid,0.01980279
ukip,0.01615925
gaunt,0.015194674
grilled,0.011788819
kingdom,0.010795156
jon,0.010683694
raheem,0.010648729
independence,0.01037495
radio,0.0103320675
london,0.010224727
united,0.010223168
host,0.008042998
source,0.007690131
issues,0.0060848896
gaunty,0.0056913854
whether,0.005640815
topics,0.005608957
left,0.0055886437
told,0.0055876877
thought,0.0055071153
labour,0.0055068214
unity,0.0054953727
fire,0.0054861214
islam,0.0054446254
friday,0.005423387
takes,0.005334382
undergoing,0.005299538
sentiment,0.0052683726
needed,0.0052505713
brexit,0.005241139
real,0.00520547
media,0.0051838234
comments,0.005181987
proper,0.005166521
repeated,0.0051637795
confront,0.005152561
twitter,0.005119466
role,0.005118025
asked,0.005049296
listen,0.005024254
radical,0.0050235107
currently,0.00501079
editor,0.0049880436
platform,0.004961862
opposition,0.004942166
breitbart,0.00489439
whole,0.00488674
touched,0.004876123
happened,0.0048428257
grills,0.0047964184
announced,0.0047909515
announcing,0.004775002
joined,0.0047271866
failings,0.0046714856
referendum,0.0046296786
controversy,0.004508329
range,0.004502576
purpose,0.004277837
bbc,0.0042044693
spoke,0.004123981
existing,0.003996712
cyberspace,0.0022381293
administration,0.0022222395
public,0.0018679753
considerations,0.0018225065
took,0.0015934696
political,0.0015795898
front,0.0015218798
watergate,0.0014138952
russian,0.0013993185
president,0.0013749565
democrats,0.0013612721
election,0.0013604965
data,0.0013294042
conflict,0.0013027168
house,0.0012998884
russia,0.0012897687
attribute,0.0012776958
cyberattack,0.001268517
trump,0.0012640242
constitutes,0.0012632128
proving,0.0011640113
world,0.0011623473
unable,0.0011616575
hacks,0.0011586982
presidential,0.0011567328
leaking,0.0011415282
damn,0.00113736
identity,0.0010965321
inherently,0.0010934608
keyboard,0.0010794306
sources,0.0010767045
wikileaks,0.0010723885
sensitive,0.0010631727
sufficient,0.0010373296
using,0.0010339998
verify,0.0010308723
