word,value
party,0.024320796
clinton,0.012825476
democratic,0.011568118
convention,0.01127927
hillary,0.010649631
breitbart,0.010320033
dnc,0.009541471
told,0.009473194
political,0.009068469
philly,0.008625394
floor,0.008326849
class,0.008062394
documents,0.008025422
sanders,0.0069473954
state,0.006770551
official,0.0060234056
email,0.005674613
fbi,0.0055242213
classified,0.0055237855
airport,0.005476637
trained,0.005437324
department,0.0049302015
fight,0.004825356
protest,0.00480783
national,0.00467495
rocked,0.004604945
taxi,0.004559668
special,0.0045560207
center,0.0045524715
story,0.004500738
seized,0.004488968
jill,0.00448118
breakdown,0.004476102
strike,0.0044740397
man,0.0044663297
american,0.00442596
correspondents,0.004422995
wikileaks,0.004379986
area,0.0043542767
streets,0.004333201
mainstream,0.0043225256
outnumbered,0.0043067466
flag,0.0042906622
nominate,0.004274983
event,0.0042505986
speakers,0.004241856
literally,0.0042340863
voice,0.0042265914
populist,0.0042197206
emerged,0.0042093936
suspended,0.00420778
vote,0.004201164
guidance,0.0041695195
set,0.0041613146
stomping,0.00414774
fire,0.0041474956
general,0.0041381796
rode,0.0041157985
stein,0.004095651
suffers,0.004093759
booed,0.004092866
revelations,0.004080199
city,0.004071727
force,0.004069873
drivers,0.004061314
police,0.0040356074
uber,0.0040223566
primary,0.0039810585
protesters,0.003973609
green,0.0039733783
handling,0.0039661718
real,0.0039442983
bernie,0.003937326
personally,0.0039295387
walked,0.003920587
candidate,0.0039196815
nationalists,0.00390957
world,0.0039035478
nervous,0.0039021187
news,0.0038814358
jfk,0.003876189
crashed,0.0038721696
process,0.003840781
rigged,0.00383267
delegates,0.003830641
rampaged,0.0038127422
burning,0.0037836663
statement,0.0037785356
election,0.0037573364
app,0.003757084
control,0.0037467352
inside,0.0037133514
agitators,0.0037024163
protecting,0.0036599506
america,0.0036589985
rules,0.0036179586
disaster,0.0036114403
times,0.0034480887
order,0.0028928425
sessions,0.0028515137
