word,value
court,0.010753694
swedish,0.007847017
ruling,0.007337914
young,0.0071021086
appeal,0.0069561144
case,0.005927383
free,0.0055125053
ferry,0.004962985
ruled,0.0049531637
prosecutor,0.004713235
teens,0.0046558217
evidence,0.0046247398
sweden,0.0045595453
party,0.004504472
encounter,0.0043581338
clinton,0.004253123
victim,0.0041883024
migrant,0.004095743
decided,0.0040728087
judge,0.003928756
rape,0.0038755296
woman,0.0038173958
raping,0.003397565
explaining,0.0032141223
based,0.0031951633
finland,0.0031919398
think,0.0031015824
accused,0.0030930196
voters,0.0030360671
teenage,0.0030312135
sexual,0.002966117
advertised,0.002914258
walk,0.0028847756
johnson,0.0028747483
walked,0.002812418
day,0.0027882787
walking,0.0027101892
sea,0.0027075915
student,0.0026890629
verdict,0.0026670143
attack,0.0026205396
friday,0.0026001546
appeals,0.0025995262
multiple,0.0025805666
samples,0.0025513363
reports,0.002526393
press,0.0025201705
month,0.0024924995
democrats,0.0024830024
urine,0.0024760098
successful,0.0024720347
indicated,0.002462505
consensual,0.0024600115
action,0.0024159693
drunk,0.002413896
prove,0.0023724663
gathered,0.002340735
kristin,0.0023363575
classified,0.0022844893
organizers,0.0022566437
crazy,0.0022526719
blood,0.0022250316
would,0.0022103293
carefully,0.0022083872
decision,0.0021930768
year,0.002191346
migrants,0.0021457286
hours,0.0021453986
alleged,0.0021295378
place,0.0021040468
took,0.0020802324
packed,0.0020772507
ride,0.0020746388
men,0.0020612304
vote,0.0018737924
controversial,0.0018437888
statement,0.0017903234
gary,0.001737986
local,0.0017100611
hillary,0.0016278867
independents,0.0015565321
third,0.0015287312
trump,0.0014340519
attacks,0.0014295283
warning,0.0013495539
campaign,0.0013156505
hill,0.001282291
running,0.001215168
bill,0.0011401691
climate,0.0010948937
deficit,0.0010916212
coalition,0.0010809181
videos,0.0010770733
increasing,0.0010765004
ticket,0.0010757734
kamisar,0.0010588886
libertarian,0.0010578143
weeks,0.0010540641
presidential,0.0010356974
fear,0.0010343479
