word,value
trump,0.015611121
clinton,0.006336502
media,0.005804607
told,0.005555027
organization,0.0055140094
racist,0.005140123
breitbart,0.005038949
judge,0.004830024
illegal,0.0044397865
white,0.004332393
state,0.0043268907
leaders,0.004164745
going,0.0041518416
sex,0.0040803654
mexican,0.0039594136
documents,0.0039514345
wall,0.003950571
risk,0.0038045326
letter,0.003793136
ensure,0.003777759
department,0.003672938
build,0.0035433634
presidential,0.0034933288
policy,0.003427115
lawyers,0.00340523
trained,0.0032739495
children,0.0031705794
johnson,0.0031420593
speeches,0.0030482796
use,0.003016193
dollars,0.0029837554
nominee,0.0029836476
democrats,0.002975891
months,0.0029476623
law,0.002946065
outraged,0.0029208239
nomination,0.0028845153
curiel,0.002854481
rulings,0.0028539624
imagine,0.002844219
official,0.0028418768
bill,0.0028060884
ann,0.0028001096
pause,0.0027958518
coulter,0.0027435843
girls,0.0027378781
san,0.002733416
diego,0.0027332746
people,0.0027110032
states,0.0027103368
federal,0.0026886875
hillary,0.0026811757
classified,0.002677324
donald,0.0026494656
bathrooms,0.0026170125
fbi,0.0026103838
voters,0.0025464625
stunning,0.0025364116
privacy,0.002525083
hundreds,0.0025243722
paid,0.002512307
male,0.002511526
open,0.0024973694
hates,0.0024806473
immigrant,0.0024803702
entire,0.0024798752
association,0.0024670404
gop,0.002466877
race,0.0024595617
obama,0.0024515176
hate,0.0024109737
rooms,0.00239675
process,0.0023928971
university,0.002379862
united,0.0023559276
border,0.0023507194
gonzalo,0.002321343
spent,0.0023065472
belongs,0.0022964473
case,0.0022872805
ideology,0.0022802646
hearings,0.002274291
boys,0.0022448895
meaning,0.0022332761
republican,0.0022206814
aliens,0.0022176865
words,0.002202076
thinks,0.0021844176
party,0.002168365
sends,0.0021608844
belonged,0.0021546206
whatever,0.0021542646
distributed,0.0021274353
raza,0.00212179
calls,0.0021157975
title,0.0020862666
scholarships,0.002081486
thousands,0.0020701103
firm,0.002054887
gender,0.00204903
