word,value
senate,0.013837264
health,0.012342081
festival,0.011995829
told,0.0085229
breitbart,0.008280188
care,0.008116645
migrants,0.00770522
august,0.0073215384
saturday,0.0072976225
police,0.0072538587
pass,0.0071686315
republicans,0.0069887266
trade,0.0064136693
german,0.0061528264
recess,0.0059544942
rosberg,0.005440597
mcconnell,0.00537172
bill,0.005355576
restriction,0.0052996385
attacks,0.0050292155
trump,0.0047672796
friday,0.004719073
executive,0.0046469904
reports,0.0046358397
girls,0.0045517357
fiorina,0.0045453366
sanctuary,0.004264023
news,0.004241732
cities,0.004177375
town,0.0041416893
sexually,0.0040069604
travel,0.004006156
face,0.003977651
take,0.0039511477
essen,0.0038673843
increasing,0.003762654
gangs,0.0036305205
reform,0.0035187916
price,0.0034797527
hamilton,0.0034438134
leadership,0.003386936
orders,0.0031927992
house,0.0031472805
days,0.0030950103
pressure,0.0030933556
leader,0.0030662052
teammate,0.003028629
party,0.0029133607
major,0.0028276274
funds,0.002812037
move,0.002805167
american,0.0027885395
order,0.0027237895
effort,0.0027223148
lax,0.0026731084
migrant,0.0026467086
cruz,0.002572963
congress,0.0025713872
state,0.0025698273
tuesday,0.00254308
hungarian,0.0025403667
radio,0.002535388
cudahy,0.0025210907
turner,0.0025135688
tom,0.002496686
ruled,0.0024963575
federal,0.0024720235
defund,0.002452062
women,0.0024121692
prix,0.0023894906
arrests,0.0023805217
various,0.002336953
family,0.0023253283
vein,0.0023230414
received,0.0023171129
allgemeine,0.002315992
memo,0.0023153967
men,0.0022858682
gang,0.0022571573
event,0.0022535587
highest,0.0022523643
victims,0.0022356354
filed,0.0022355665
grand,0.0022354103
molesting,0.0022339139
roving,0.0022315793
lewis,0.0022193834
grid,0.002218204
without,0.0022065209
free,0.0021942346
islamic,0.002187074
year,0.0021661595
deprive,0.0021646223
migration,0.0021556574
cautious,0.002146326
sex,0.0021429888
incident,0.0021300444
incidents,0.0021158606
launch,0.0021147113
multiple,0.0021130603
