word,value
visit,0.008627823
activists,0.008311707
bbc,0.007978591
gender,0.0077717258
pen,0.007482818
workers,0.0074137147
macron,0.0062468057
psychologist,0.005623691
children,0.0054032803
french,0.005188439
sex,0.0051764674
facing,0.004921095
zucker,0.0048783463
surprise,0.004845942
campaign,0.004740917
trans,0.0047338465
canadian,0.0046673464
transgender,0.004535864
jobs,0.0044861827
whirlpool,0.0042685736
expert,0.004253147
factory,0.004091505
closure,0.0038419864
places,0.0038156826
candidate,0.0036409819
result,0.0036372428
views,0.0036101982
fear,0.0035487285
plant,0.0035269016
child,0.0034037845
bodies,0.0033042943
opinions,0.0032774478
presidential,0.0032541333
kenneth,0.003213719
years,0.003213633
believes,0.0031948802
lend,0.003132149
trump,0.0031212843
encouraging,0.0031015086
hours,0.0030581271
decision,0.0030455072
clinic,0.0030328946
angry,0.0030297008
concerned,0.003019195
opposite,0.0029723996
young,0.0029356459
academics,0.0029310144
featuring,0.0028778124
culture,0.0028777854
helping,0.0028449704
approach,0.0028165595
kids,0.002780339
fired,0.0027784626
lose,0.002754456
political,0.0027527064
clothes,0.0026668054
furious,0.0026613814
identity,0.0026518137
encourages,0.0026486244
disagrees,0.0026440623
preferable,0.002640237
field,0.0026384557
weight,0.0026295227
marine,0.0026164255
identifies,0.0026062238
film,0.0025629457
comfortable,0.0025419467
national,0.0025304514
changing,0.0025200776
documentary,0.0025165416
sustained,0.0025163507
war,0.002516074
airtime,0.0024829803
lives,0.002479874
daily,0.002478465
favoured,0.0024658798
fight,0.0024500233
media,0.00237074
shut,0.0023653742
issues,0.0023469802
president,0.0023455322
live,0.0023213774
features,0.0023149124
feel,0.0022712431
poland,0.0021614176
ended,0.0021361918
migration,0.002102597
animosity,0.0020407003
leader,0.0020329591
hopeful,0.0020097613
broadcaster,0.0019577998
union,0.0019546954
twitter,0.0019111541
stressed,0.0019050341
planned,0.0018602682
bosses,0.0018521408
shoved,0.0018472103
pic,0.0018180286
les,0.0018094239
used,0.0018008515
