word,value
court,0.013269557
young,0.010711583
swedish,0.010225935
police,0.009920642
appeal,0.008988288
ruling,0.008818478
migrants,0.008626478
percent,0.008294466
case,0.007804965
free,0.0075970707
festival,0.0071321493
migrant,0.0063667465
judge,0.005605601
evidence,0.005604403
activists,0.005526806
rape,0.005526692
teens,0.0055186236
decided,0.0055152033
prosecutor,0.0055065877
gender,0.0054540415
encounter,0.0054324674
ferry,0.0054199374
bbc,0.0053096567
ruled,0.0052709603
reports,0.005172899
think,0.0049870824
victim,0.0049725226
woman,0.004967932
day,0.0048939628
sweden,0.004676179
attack,0.00456349
men,0.0045071878
decision,0.004429706
failed,0.0043811905
convention,0.004360562
immigration,0.0042749615
sex,0.0041698352
friday,0.0041651907
support,0.004085228
local,0.0039657042
economists,0.0039605005
year,0.0039274185
multiple,0.0038054793
indicated,0.0036788073
would,0.0036143255
attacks,0.0035525998
trump,0.0035225714
press,0.0035073967
girls,0.0034866729
children,0.0033804155
trade,0.0033386336
alleged,0.0032222033
german,0.0031893144
canadian,0.0031806238
transgender,0.0031740118
simply,0.0031595237
expert,0.0031365983
business,0.0031241686
economic,0.003091006
classified,0.0030812605
zucker,0.00307293
number,0.0030680615
walk,0.0030434604
group,0.003042692
accused,0.0030191068
samples,0.003008171
sea,0.0029988731
policies,0.0029870144
student,0.0029867452
carefully,0.0029843552
place,0.0029672286
crazy,0.0029579795
packed,0.0029245007
organizers,0.0028980155
prove,0.0028514438
controversial,0.002836478
breitbart,0.0028359392
president,0.0028328183
drunk,0.0028211148
trans,0.0027984923
statement,0.0027672339
finland,0.002762819
restrictions,0.002758015
action,0.0027551993
based,0.0027551535
gangs,0.0027436058
advertised,0.0027309887
essen,0.0027293363
consensual,0.0027268566
appeals,0.0027052716
sexual,0.0027038313
urine,0.0026867841
verdict,0.0026798593
flynn,0.002674961
walked,0.002669088
month,0.0026665318
raping,0.0026561224
anarchists,0.0026548465
teenage,0.0026362443
blood,0.0026283963
