word,value
border,0.0051283194
agent,0.004632926
patrol,0.004376253
arizona,0.004359777
enforcement,0.0043092472
law,0.0040672957
gunmen,0.00377293
shots,0.003282474
cartel,0.0030148095
area,0.0026595187
protection,0.0023605549
surveillance,0.002284095
fire,0.0022523818
vehicle,0.0022317558
agents,0.002229986
suspects,0.0022218358
struck,0.002189621
officials,0.0021563962
multiple,0.0021452655
drug,0.0020409964
station,0.0019377234
apprehend,0.0019178173
smuggling,0.0019084922
fired,0.0018011612
unknown,0.0017748984
unit,0.0017288873
southern,0.0017119776
trying,0.0016910965
customs,0.0016719204
group,0.0016380703
federal,0.0015994029
brian,0.0015625731
officer,0.0015567461
assigned,0.0015394324
honors,0.0015209191
cochise,0.0015069998
arrived,0.0015006358
continue,0.0014725062
terry,0.0014585316
foot,0.0014422383
battle,0.0014416823
breaking,0.001425504
two,0.0014129026
mexican,0.0014025391
mobile,0.0013952716
overnight,0.0013861493
provided,0.0013781155
gun,0.0013441856
gunfire,0.0013394583
update,0.00133481
assaulted,0.001329302
local,0.0013107244
corridor,0.0013080057
operating,0.001285122
firing,0.0012839402
locate,0.0012810263
rifle,0.0012784614
fled,0.0012750942
confirm,0.0012704335
responded,0.0012665344
officers,0.0012573206
manhunt,0.0012554106
texas,0.0012516892
attack,0.0012461217
gunmnen,0.0012456567
effort,0.0012447179
hereford,0.0012414682
began,0.0012341858
individuals,0.0012201642
road,0.0012201194
confirmed,0.0012132846
bullets,0.0012081927
scene,0.0012050002
patrolling,0.0011987259
injured,0.0011946588
deputies,0.0011743424
suspected,0.0011556355
located,0.0011427983
rival,0.001141793
killed,0.0011363231
investigating,0.0011340326
steal,0.0011291679
return,0.0011279184
heard,0.0011163872
county,0.0011046029
carry,0.0011005347
load,0.0010854327
unoccupied,0.0010585393
distance,0.001015353
observed,0.0009949696
pen,0.0005627337
poland,0.0005627337
shoved,0.0005627337
difficult,0.0005627337
union,0.0005627337
shouted,0.0005627337
relocated,0.0005627337
disappointed,0.0005627337
shouts,0.0005627337
plant,0.0005627337
