word,value
house,0.018666146
flynn,0.013461349
white,0.010656974
government,0.009658079
trade,0.0091639925
committee,0.008219374
oversight,0.007917011
orders,0.0071014576
reform,0.0062369877
trump,0.0056254356
briefing,0.0055276467
speech,0.005439133
security,0.005322922
law,0.0048926934
obama,0.0048532537
things,0.0048000193
russian,0.0047394624
chaffetz,0.004707724
investigation,0.004391415
memo,0.004347619
michael,0.0041907458
aimed,0.004091885
islam,0.0040598786
baltimore,0.003796152
nafta,0.003678474
outlined,0.0036273724
stuff,0.0036240611
mosque,0.0035707797
executive,0.0034849248
wrote,0.0033434543
chairman,0.0033293096
notion,0.0033031267
stance,0.003252748
intrigue,0.0032304795
cummings,0.0031951305
free,0.0031356455
without,0.0031033894
arm,0.0030881206
permission,0.0030685745
immunity,0.0030578324
foreign,0.0030469452
declined,0.003017841
held,0.0030053207
regarded,0.0029953655
clearance,0.002936882
request,0.0028696486
ongoing,0.0028564814
charge,0.0028546953
paid,0.0028540245
short,0.0028500792
gen,0.0028228818
testify,0.002810487
meddle,0.002809292
elijah,0.0028080987
members,0.0028078246
attempts,0.0027858294
complied,0.0027718726
documents,0.0027666367
utah,0.0027613055
promise,0.002751038
appear,0.002743384
lobianco,0.002705099
flagging,0.002698612
meeting,0.002694645
lot,0.0026827685
press,0.0026606335
department,0.0026532281
elected,0.0026509303
manu,0.0026472996
director,0.002639052
maryland,0.0026316885
national,0.002612932
breitbart,0.0026089929
propaganda,0.0026056473
tom,0.0025917809
panel,0.002568375
straightforward,0.0025678906
troubling,0.0025638053
marc,0.0025537717
letter,0.0025392754
classified,0.0025216925
work,0.0025208853
combatting,0.0025204858
quote,0.0025179
relation,0.0025153463
confusing,0.002511539
ranking,0.002492178
complete,0.0024598772
produced,0.002451935
broke,0.0024374896
efforts,0.0024257463
pair,0.002424723
enforce,0.0024163565
affairs,0.0024089294
legislative,0.002404102
tuesday,0.002397542
application,0.0023910871
would,0.0023888506
study,0.0023565886
journal,0.0023536782
