word,value
court,0.015947368
swedish,0.012599141
cartel,0.011340673
travel,0.010103252
free,0.009728617
case,0.009642296
young,0.009458606
ruling,0.009164459
mexican,0.009102673
appeal,0.008556536
judge,0.00829692
restriction,0.008213112
ruled,0.008107838
top,0.007368362
breitbart,0.0067577027
gathered,0.0066397046
rape,0.0065377075
woman,0.0065205046
prosecutor,0.0063953456
sweden,0.0063908296
marine,0.006384744
decided,0.006381788
migrant,0.006372859
teens,0.0062377956
victim,0.0062250006
encounter,0.006157423
evidence,0.006152675
would,0.0060298257
hours,0.0059200544
ferry,0.005886384
lax,0.0052659484
los,0.0052561495
bosses,0.0049023754
order,0.004835123
cartels,0.004765308
texas,0.0047541275
hands,0.0047188825
pen,0.0044976934
lingerie,0.0043839137
friday,0.0043446193
workers,0.00422623
reports,0.0042252173
visit,0.004216196
temporary,0.0040234765
various,0.0040007946
rummell,0.0039657783
macron,0.0038275712
angeles,0.0037950976
closure,0.003741002
protest,0.003664261
used,0.0035633538
statement,0.0035598036
controversial,0.0035153772
year,0.0034810656
packed,0.003477529
ride,0.0034418583
local,0.0034260794
carefully,0.0034074984
took,0.0033997619
men,0.0033941788
proponents,0.003366648
protests,0.0033448192
blood,0.0033416434
crazy,0.0033369805
place,0.0033284244
classified,0.0033213685
press,0.0033173442
migrants,0.003316888
attack,0.0033076252
alleged,0.0033020591
organizers,0.0032819072
kristin,0.003243302
decision,0.0032373802
urine,0.0032302483
month,0.003219203
drunk,0.003210759
appeals,0.0032090347
action,0.0032057734
sea,0.0031869777
student,0.0031784878
successful,0.003174124
consensual,0.0031682954
president,0.0031640187
multiple,0.0031523872
walked,0.0031293319
party,0.0031279847
samples,0.0030900356
international,0.0030829115
advertised,0.003068654
indicated,0.003066446
walking,0.003060054
day,0.003058008
teenage,0.0030571055
think,0.0030531555
pic,0.0030466681
prove,0.0030335935
sexual,0.0030285947
walk,0.003010678
verdict,0.0030026783
raping,0.0029256165
