word,value
festival,0.011308521
administration,0.008899851
migrants,0.008894196
trump,0.0075181774
democrats,0.0074263862
white,0.007264669
russian,0.007048003
visit,0.0069348356
department,0.0068541234
officials,0.006661164
took,0.0066482993
police,0.0066170236
pen,0.0065907203
campaign,0.006485627
multiple,0.0061813006
german,0.006147672
workers,0.006130895
watergate,0.005981239
house,0.005705101
reports,0.00554415
justice,0.0051928284
french,0.0050905743
used,0.004991011
whirlpool,0.0048315995
scandal,0.004737435
obama,0.004701006
facing,0.004642147
town,0.004630763
president,0.004521725
national,0.0045101605
macron,0.0044919755
jobs,0.004314265
essen,0.0042195376
office,0.004131447
sessions,0.0040925336
gangs,0.004070373
times,0.0039164764
using,0.003872864
sexually,0.0038452118
communication,0.0038194056
factory,0.0037984173
misled,0.0037003323
resigned,0.0036767344
intelligence,0.0036753886
russia,0.0036522222
york,0.003622348
language,0.003574126
eerie,0.0035710065
review,0.0035655554
communications,0.0034945433
cloud,0.00348501
closure,0.0034817986
contacts,0.0034630431
security,0.003461723
girls,0.0034540913
outright,0.0034335623
large,0.0034169832
phone,0.0034024771
place,0.0034004818
actions,0.003384555
bigger,0.003378427
latest,0.0033766923
attorney,0.0033548207
elected,0.0033464187
tuesday,0.003330095
trumps,0.0033001674
donald,0.0032678172
describe,0.0032591736
party,0.0032577196
charges,0.0032489733
night,0.0032383837
word,0.003210093
statements,0.003175552
migration,0.0031697764
ambassador,0.0031692907
adviser,0.0031686034
presidential,0.0031673275
content,0.0031651517
flynn,0.0031530557
interview,0.0031395308
presidency,0.003133965
groups,0.0031318695
lose,0.0031291414
general,0.0031230294
hours,0.0030871774
surprise,0.0030865527
richard,0.0030666557
reported,0.0030445633
developments,0.003033338
election,0.0030262289
monday,0.0030191592
controversy,0.0030120458
casting,0.0029979458
mentioned,0.00297349
calls,0.002969804
denied,0.002908805
parallels,0.002902182
days,0.002895211
firestorm,0.0028926514
attacks,0.0028915873
