word,value
god,0.0068443837
thou,0.0063518826
unto,0.006326999
lord,0.005989909
therefore,0.0042764237
man,0.0042118956
two,0.0033930256
great,0.0033139123
people,0.0031391154
thee,0.0029974028
thy,0.0029196842
upon,0.0028817214
iii,0.0028732833
life,0.0028272937
world,0.0027967293
men,0.0027604927
would,0.0025740888
king,0.0025543242
hath,0.0025521866
knowledge,0.0025179633
soul,0.0024681618
son,0.0024595002
thus,0.0023520119
earth,0.002334737
good,0.0022942454
time,0.0022817468
things,0.0022791547
brahman,0.0022667793
day,0.0022653323
israel,0.0022369542
body,0.0021502553
note,0.0021352181
verse,0.0021012076
without,0.0020996039
called,0.0020524266
gods,0.0020287598
fire,0.0018025266
way,0.0017910968
hand,0.0016913754
nature,0.0016757307
house,0.0016736081
text,0.0016658452
word,0.0016580924
three,0.0016049395
place,0.0016040624
light,0.0015940835
words,0.0015893732
though,0.0015601089
true,0.0015110959
evil,0.001508813
power,0.0014946348
land,0.0014894952
whose,0.001477365
well,0.0013939856
shalt,0.0013854222
order,0.0013693199
viii,0.0013633907
yet,0.0013465461
divine,0.0013337639
days,0.0013309335
water,0.0013292013
brought,0.0013278909
death,0.0013079757
spiritual,0.0012874935
father,0.0012764862
mind,0.0012553926
children,0.0012494274
pass,0.0012467817
work,0.0012229687
whole,0.0012216162
hast,0.001210447
heart,0.0012024924
holy,0.0011816237
years,0.0011621908
love,0.0011424745
highest,0.0011340337
set,0.0011322437
christ,0.0011304397
works,0.0011230636
viz,0.0011199171
behold,0.0011116529
sun,0.0011064475
take,0.0011059098
city,0.0011002498
heaven,0.0010969563
long,0.0010858482
chapter,0.0010548726
together,0.0010269661
spirit,0.0010238709
person,0.0010215946
took,0.0010170921
head,0.0010090662
meaning,0.000994707
sons,0.0009931657
vii,0.0009803948
went,0.0009489589
art,0.00091701245
within,0.0009073858
thought,0.0008886739
jesus,0.00087726454
