word,value
strike,0.008967106
airport,0.008372291
taxi,0.007964244
jfk,0.007899659
drivers,0.007565614
workers,0.006502997
uber,0.006417466
order,0.005287805
deleting,0.0052674767
customers,0.0051511466
alliance,0.0047299773
app,0.0046186126
business,0.0046033487
increased,0.004258524
times,0.0041330657
president,0.003955628
called,0.0038940653
facilitate,0.0037750993
result,0.0036150613
users,0.0036114226
social,0.003485946
evidence,0.0034832042
appeared,0.0033274894
servicing,0.003306686
higher,0.0032983907
company,0.0032259214
wait,0.0032193968
ban,0.0032177493
refugee,0.003192059
patient,0.0031195881
saturday,0.003109207
pricing,0.0030845648
avoid,0.0030321258
went,0.002899796
turned,0.0028545018
barring,0.0028379771
response,0.0028169178
donald,0.0028117164
riders,0.0028068717
tweeted,0.0028030982
travelers,0.0028025536
furious,0.0027916566
trying,0.0027533188
longer,0.002748277
executive,0.0027164125
periods,0.0027129026
media,0.0026675076
tried,0.002612714
countries,0.0025791044
entering,0.0025749127
statement,0.002521572
thousands,0.002480648
halted,0.0024592187
posting,0.0024199786
protest,0.002369396
fares,0.0022311134
kick,0.0021706999
demand,0.0021452126
percent,0.0021155104
immigration,0.0015234138
economists,0.0015197307
trade,0.0012962652
restrictions,0.0012341377
visas,0.0012163852
trump,0.0011125549
think,0.0011017673
american,0.0010942854
opposed,0.0010795906
policies,0.0010159033
support,0.0010071595
economic,0.0009902915
national,0.0009854125
number,0.000942783
spending,0.000889083
program,0.0008837067
hostages,0.0008836716
march,0.0008751333
drones,0.0008744899
debate,0.0008721979
immigrants,0.0008662187
policy,0.0008506753
additional,0.00084487535
strategy,0.0008347516
released,0.00083392975
survey,0.0008266924
close,0.00082033715
fifteen,0.00081980054
drone,0.00081679894
border,0.0008150328
administration,0.000814283
targeting,0.0008053844
qaeda,0.0008021078
reducing,0.0007993361
limits,0.0007929824
trumps,0.0007896894
group,0.00078637426
counterterrorism,0.0007851754
barriers,0.0007846351
import,0.0007815209
practices,0.0007801916
