word,value
livingstone,0.008481585
party,0.008067534
house,0.0075591486
white,0.006242921
tuesday,0.0055835852
russian,0.0054308986
national,0.0052974997
flynn,0.0051388214
case,0.0047907936
evidence,0.0045036967
trump,0.0044994177
took,0.0043755774
watergate,0.004285651
hitler,0.00422793
campaign,0.0041601467
mayor,0.0041525494
administration,0.0041012056
committee,0.003956247
democrats,0.0038254824
ken,0.0037530905
friday,0.0035974141
appeal,0.0035744237
court,0.0035297917
supported,0.0035261882
place,0.0034846822
security,0.0034616175
officials,0.003411535
multiple,0.0033960324
swedish,0.0033512737
phone,0.0033281152
london,0.0031884336
intelligence,0.0031599628
elected,0.003075531
young,0.0030094192
russia,0.0029456348
trumps,0.002929955
michael,0.0029146115
firestorm,0.0028827765
ruling,0.0028461518
controversial,0.0028350104
free,0.0028276036
language,0.0027187313
whether,0.0027007428
tribunal,0.0026832994
used,0.002677956
bigger,0.002660845
york,0.0026606482
describe,0.0026559425
creation,0.0026534612
israeli,0.0026425186
times,0.0026291509
closed,0.0026212253
night,0.0026010368
statements,0.0025867086
criticises,0.0025849375
sparked,0.0025831147
outright,0.0025555692
suspended,0.0025395618
future,0.0025234122
claim,0.002522896
comments,0.0025083409
monday,0.0024885323
israel,0.0024818066
communications,0.0024801914
jewish,0.0024714025
mad,0.0024632106
election,0.0024453679
parallels,0.0024445883
jews,0.0024383436
resumes,0.0024351384
eerie,0.0024304278
ambassador,0.0024133893
richard,0.0024066584
controversy,0.002399637
allegation,0.0023993657
entering,0.0023939426
victim,0.0023930648
casting,0.0023874568
sunk,0.0023841143
charges,0.0023814063
claimed,0.0023679978
adviser,0.002365506
leader,0.0023240142
killing,0.0023230996
members,0.0023106367
state,0.0022903422
judge,0.0022820774
encounter,0.0022755149
intercepted,0.002267157
using,0.0022228786
scandal,0.0022210376
reported,0.0022174818
lobby,0.0022148872
thereafter,0.0022026997
operatives,0.0022012393
engaged,0.0021996184
denied,0.0021969369
ferry,0.0021826103
ended,0.0021781535
word,0.002174061
